RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
25695,7020,122880,122974,121716,120611,136293,249618,120613,1
74515,51007,117961,118413,120526,118321,117906,290919,118322,1
36480,15440,118256,118257,117945,117946,128130,292795,117948,1
25890,7076,117961,118225,120323,119093,136840,119095,119096,1
17092,1600,117961,118327,118507,118890,311441,118398,118892,1
77943,4478,117961,118386,118692,118321,117906,290919,118322,1
73814,16850,117961,118225,122298,119093,120324,119095,119096,1
31441,4375,117961,118343,128113,118826,257115,118424,118828,1
80220,5652,117961,118300,121305,118784,124402,290919,118786,1
70500,19760,117961,117962,118352,118321,117906,290919,118322,1
14354,13905,117916,118011,117941,118568,133951,19721,118570,0
45236,56763,118219,118220,117884,117899,117899,19721,117900,1
17308,51311,117961,118343,121747,119928,136239,118331,119929,1
34950,56193,117961,118300,120410,118784,117906,290919,118786,1
34345,7212,117961,118300,124725,118784,117906,290919,118786,0
79121,15887,117961,118052,120356,123737,305057,118960,123738,1
35864,16682,119596,119597,120026,118293,118294,118295,118296,1
99050,3967,117961,118052,118706,118321,117906,290919,118322,1
74040,16573,117961,118386,123519,125798,140250,125407,125800,0
33248,18454,117961,118343,119598,125171,257115,118424,125173,1
33248,2908,117961,118343,118979,120344,303717,118424,120346,1
80648,30533,91261,118026,119507,123648,123107,120518,123650,1
4675,6071,117961,118413,122007,118321,118448,290919,118322,1
20293,27461,117926,118124,117941,117879,117886,19721,117880,1
37807,31984,117910,118855,117912,117879,117886,19721,117880,1
18231,2781,117961,118300,118783,128230,302830,4673,128231,1
4675,193,117961,118413,121639,118321,117906,290919,118322,1
31449,5768,117961,118343,118344,192867,192868,118347,192869,1
28294,14638,117961,118052,118821,117905,117906,290919,117908,1
37942,53129,117935,117936,117878,117885,117937,117887,117888,1
41594,25262,117961,118327,118320,118536,301475,308574,118539,1
79121,4997,118290,118291,121108,119502,132803,117887,119503,1
20897,71189,117961,118386,121883,118318,168365,118205,118319,1
37094,7389,117961,118386,118746,118747,239652,118453,118749,1
73507,5320,118290,118291,119598,120344,260942,118424,120346,1
80151,2286,117902,117903,277693,120773,118959,118960,120774,1
80500,5220,117961,118300,118458,120006,303717,118424,120008,1
42085,119074,118163,119075,119076,118834,124426,118424,118836,1
4675,13867,117961,118446,120317,120690,120690,290919,120692,1
23465,4729,117961,118300,118301,118054,118443,117887,118055,0
37260,5202,118290,118291,124668,120789,209876,118424,120791,1
42654,22835,117961,117969,19666,118396,236551,118398,118399,1
74156,7520,117961,118343,124725,118321,240983,290919,118322,1
312039,52426,118887,118888,142493,118912,173879,118424,118914,1
15716,84962,118555,118178,119262,117946,119263,292795,117948,1
34861,5511,117961,118386,119954,117905,117906,290919,117908,1
75834,49655,117961,118446,122550,118321,117906,290919,118322,1
83168,4659,117961,118225,120663,117905,240983,290919,117908,1
26313,5115,117961,118300,118631,119587,176829,118704,119589,1
4675,7560,117961,118300,119195,117905,117906,290919,117908,1
980,101834,119134,119135,118042,118207,200069,270488,118209,1
861,111936,117961,118300,118783,118784,117906,290919,118786,1
37470,7284,91261,118026,118202,118321,117906,290919,118322,1
38814,1447,117961,118343,120722,120690,120690,290919,120692,1
80727,17225,117961,118300,19772,138019,187788,120518,138021,1
35042,671,117961,117962,118352,118321,240983,290919,118322,1
15369,51740,118752,119070,118754,118805,130913,118474,118807,1
28596,4100,118290,118291,120291,119928,278266,118331,119929,0
80842,1030,117961,118343,118437,118361,127527,118363,118364,1
74601,7014,117961,118446,119961,118259,125206,290919,118261,1
33001,4478,117961,118386,118746,117905,240983,290919,117908,1
80900,4352,117961,118300,19772,120516,120517,120518,120519,1
15064,54642,117961,118327,120283,118054,118054,117887,118055,1
38392,31857,117929,117930,117912,117879,117886,19721,117880,1
3661,2074,118441,118442,118378,119192,208460,119184,119194,1
4675,4567,117961,118300,118514,118318,168365,118205,118319,1
34982,15887,117961,118052,120356,126516,300136,118612,126518,1
6497,46,119920,119921,185576,118321,117906,290919,118322,0
38029,27857,117918,117919,117920,117879,121445,19721,117880,1
41758,28253,118315,118463,123089,118784,130219,290919,118786,1
25993,5701,117961,118052,120709,118207,174445,270488,118209,1
79623,6726,117961,117969,6725,122290,248267,6725,122292,1
38398,18686,117961,118386,128823,118321,117906,290919,118322,1
80207,7220,117961,118225,120551,117905,240983,290919,117908,1
78919,71171,117961,118386,123844,118321,117906,290919,118322,1
79804,93627,91261,118026,119507,117905,117906,290919,117908,1
22419,7252,117961,117962,118352,117905,117906,290919,117908,1
79092,5244,117961,118343,119598,119743,311752,3130,119745,1
25270,17244,117961,118052,120398,120006,311622,118424,120008,1
35376,70777,118315,118463,118522,118321,117906,290919,118322,1
89716,56602,118079,118080,117878,130637,302452,119695,130638,1
45904,73407,117902,118041,118556,280788,280788,292795,119082,1
42928,6890,117961,118446,120317,118321,117906,290919,118322,1
39229,5659,117961,118300,124725,117905,117906,290919,117908,1
80207,14889,117961,118300,118437,118321,117906,290919,118322,1
29693,2209,117887,176316,118378,124000,119771,119772,124002,1
79121,41537,122532,123330,120356,120069,177962,119695,120071,1
20222,58702,118256,118257,117945,117946,119235,292795,117948,1
19835,3242,117961,118343,118514,118321,117906,290919,118322,1
45035,55896,118074,23779,131868,119192,119192,119184,119194,1
72024,50051,117961,118052,120304,118054,120716,117887,118055,1
19666,26615,117961,117969,19666,118530,278014,118131,118532,1
19752,18686,117961,118386,128823,118321,117906,290919,118322,1
5676,2229,117961,118300,118450,119192,132731,119184,119194,1
29304,90018,117975,117976,117941,117879,117886,19721,117880,1
22956,4500,117961,118052,118881,118321,240983,290919,118322,0
98033,4549,117961,118225,120050,117905,117906,290919,117908,1
34817,34611,117961,118327,118320,118784,121873,290919,118786,1
13878,23610,118084,118085,117920,127031,131967,120134,127032,0
1969,46224,117961,118327,118378,120952,143223,118453,120954,1
20803,46224,117961,118327,118378,120952,120953,118453,120954,1
34924,59029,118555,118178,118320,118784,117906,290919,118786,1
78369,2349,117961,117962,118501,117905,240983,290919,117908,1
75078,15061,91261,118026,119507,118321,117906,290919,118322,1
17308,4821,117961,118343,119598,120348,255097,118295,120350,1
73194,54684,117961,117962,118910,118685,128848,308574,118687,1
79163,8028,117902,117903,124948,120952,130134,118453,120954,1
74506,2837,118887,118888,118631,118422,163805,118424,118425,1
16022,13820,117961,118343,119796,119849,219966,118638,119851,1
26356,16850,117961,118225,119092,120591,120592,119095,120593,1
88412,3262,117961,118343,123125,118321,117906,290919,118322,0
78122,50255,5110,117954,117895,118568,281735,19721,118570,1
25270,15902,117961,118052,120398,118834,136989,118424,118836,1
28896,7023,117961,117962,119223,118278,118260,290919,118279,1
40749,27999,118670,118671,117895,118568,264384,19721,118570,1
74735,50222,118079,118080,117878,117879,304519,19721,117880,1
80756,30523,117961,118343,119984,123067,269406,118398,123068,1
30839,3755,117961,118343,118395,118890,125128,118398,118892,1
20364,5269,119596,119597,120356,122067,205243,118424,122069,1
1151,311696,117902,117903,118507,120990,120991,118398,120992,1
38,20818,119062,119063,124211,117905,117906,290919,117908,1
80989,87,117961,118446,118447,117905,117906,290919,117908,1
3066,770,117961,118300,120722,118747,130134,118453,118749,1
39339,55805,117961,118343,118856,132692,132693,270488,132694,1
41385,25607,117961,118343,118856,118784,118785,290919,118786,1
86942,2294,117902,117903,118783,120773,123107,118960,120774,1
44641,5320,118290,118291,119598,120344,260942,118424,120346,1
33248,50015,117961,118343,119598,118422,300136,118424,118425,1
21445,101834,119134,119135,118042,118207,200069,270488,118209,1
43803,7023,117961,117962,119223,119962,168365,118205,119964,1
43642,34611,117961,118327,118320,118321,117906,290919,118322,1
39262,51748,118315,118316,225010,118685,279443,308574,118687,1
43027,2014,117961,117962,117904,118368,129597,117887,118486,1
40867,7910,117961,118052,121949,120812,310589,118638,120814,1
20351,17728,117961,118446,119986,118318,168365,118205,118319,0
79313,17733,117961,118300,119984,118890,125128,118398,118892,1
26391,19986,117961,118225,118403,120773,136187,118960,120774,1
33642,19881,118006,118007,117941,117879,117897,19721,117880,1
917,1550,117961,118225,123173,118054,118054,117887,118055,1
19722,8074,117961,118300,119181,118321,117906,290919,118322,1
17249,4871,117961,118300,125872,120006,159698,118424,120008,1
21811,71189,117961,118386,128823,118054,124424,117887,118055,1
14354,56774,117978,117979,117884,118568,125259,19721,118570,1
76860,49655,117961,118446,122550,118321,117906,290919,118322,1
25993,31986,118573,118574,118042,118811,145413,19793,118813,1
15022,205,117961,118386,118746,117905,117906,290919,117908,1
22598,22599,117961,118343,119142,118685,131861,308574,118687,1
23921,25612,120268,120269,120270,118370,162209,118372,118373,1
43877,119058,118079,118080,117878,117879,118177,19721,117880,0
75320,25237,117961,117962,118910,118321,117906,290919,118322,1
80210,15383,117961,118343,127168,118396,300044,118398,118399,1
37951,58511,117890,117891,117878,117879,117879,19721,117880,1
33080,8701,117961,118327,121787,130479,249508,119784,130481,1
77945,22853,117961,118386,118896,119849,182753,118638,119851,1
32270,14862,117961,118225,124380,118523,163100,118331,118525,1
80992,49696,117961,118052,120096,117905,117906,290919,117908,1
31441,5504,117961,118300,131274,307024,311622,118331,118332,1
5676,1475,91261,118026,118450,118641,123881,118643,118644,1
79092,19986,117961,118225,118403,120773,231754,118960,120774,1
16192,3843,117961,118413,120370,118784,237727,290919,118786,1
45143,15904,117961,118052,118053,118636,121809,118638,118639,1
80756,15542,117961,118300,118395,118396,300044,118398,118399,1
4675,46704,91261,118026,122938,117905,117906,290919,117908,1
17308,23136,117961,118052,119742,118321,117906,290919,118322,1
79092,5223,118595,118596,81476,118054,120238,117887,118055,1
278393,2395,117961,118300,123055,118728,301534,118295,118730,1
27356,5697,117961,118386,118692,117905,240983,290919,117908,1
42085,49850,117961,118413,122007,118259,118260,290919,118261,1
44722,4549,117961,118225,120050,118321,117906,290919,118322,1
42508,23200,117961,118343,123125,118777,279443,308574,118779,1
39264,51778,118555,118178,118556,118274,301122,292795,118276,1
27755,59000,118181,118182,117920,118568,117897,19721,118570,1
79021,5568,121785,121786,118492,132692,174445,270488,132694,1
30570,3197,117961,118386,120361,118784,147114,290919,118786,1
25042,16573,117961,117969,196823,235351,254394,254395,254396,1
838,7647,117961,118300,119181,118321,117906,290919,118322,1
33149,6843,117961,117969,6725,125687,259130,6725,125689,1
78602,26320,117961,118327,118391,117905,240983,290919,117908,1
31613,210,117961,118386,118746,117905,117906,290919,117908,1
81296,54684,117961,117962,118910,118685,137802,308574,118687,1
80741,120822,119596,119597,120823,120647,311441,118398,120649,1
19399,11987,118006,118007,118008,117885,117886,117887,117888,1
1020,7492,117961,118225,118673,118674,311392,19793,118676,1
78135,4468,117961,118413,119968,117905,117906,290919,117908,1
34431,13854,117961,118052,118821,117905,172635,290919,117908,1
4675,1412,117902,117903,120722,118451,130134,118453,118454,1
40237,55274,91261,118026,118027,273308,307480,249618,118232,1
16443,7076,117961,118225,120041,122849,120324,119095,122850,1
20226,55146,118752,119070,118754,118805,118806,118474,118807,1
40456,2327,117961,118300,119181,121594,126485,4673,121596,1
31942,11830,117975,117976,118246,118054,118247,117887,118055,1
23394,23198,117961,117962,118352,120690,117906,290919,120692,1
79948,53081,117961,118343,119598,119433,133686,118424,119435,1
80649,17561,91261,118026,118202,118278,118260,290919,118279,1
15797,8343,119301,119302,119303,117905,119304,290919,117908,1
39392,19834,117961,118052,120096,120097,174445,270488,120099,1
4675,3889,117961,118386,128823,117905,117906,290919,117908,1
44812,770,117961,118300,120722,118451,142600,118453,118454,1
17171,1810,117961,118327,120559,117905,117906,290919,117908,1
79092,49385,117961,118343,119598,118054,120716,117887,118055,1
77300,5549,122880,122974,117945,280788,135815,292795,119082,1
73124,124899,117961,118327,120171,120647,249497,118398,120649,1
278393,5652,117961,118300,28618,118321,240983,290919,118322,1
80873,7525,117961,118225,120551,118321,118406,290919,118322,1
26808,1043,117961,118327,121589,124886,306399,118643,124888,1
14354,19932,118084,118085,117941,117879,117886,19721,117880,1
3853,22458,117961,117962,120677,307024,306404,118331,118332,1
20271,55845,117916,117917,117884,117879,117886,19721,117880,1
5502,16838,117961,118413,120370,120690,136365,290919,120692,1
38972,1736,117961,119256,119257,280788,280788,292795,119082,1
33054,5022,118887,118888,118631,118912,309291,118424,118914,1
78542,56226,118602,118603,118008,118568,118568,19721,118570,0
6977,34064,117961,118386,118746,117905,117906,290919,117908,1
3853,5114,117961,118300,119890,120344,303717,118424,120346,1
75078,7971,117961,118386,119954,118259,155654,290919,118261,1
18072,46637,118555,118178,119262,117946,119263,292795,117948,0
391,5829,117926,118124,118344,118054,167069,117887,118055,0
75834,2518,117961,118300,19772,118777,164026,308574,118779,1
34924,3875,117961,118327,120318,118784,121873,290919,118786,1
28294,49772,91261,118026,118746,118451,126309,118453,118454,1
14570,60084,118006,118007,118008,117879,117897,19721,117880,0
34425,17327,117961,118446,118684,117905,117906,290919,117908,1
972,13873,117961,118300,118825,121469,310997,118424,121471,1
79339,17006,117902,118041,118623,117946,118806,292795,117948,1
4673,3692,117961,118413,126229,118784,117906,290919,118786,1
25993,2598,118169,118170,117945,117946,125711,292795,117948,1
42093,20496,118219,118220,117912,118568,136473,19721,118570,1
17805,20818,119062,119063,124211,118321,117906,290919,118322,1
37155,192210,118315,118316,140453,118636,192211,118638,118639,1
31995,17835,117961,118225,118403,128230,302830,4673,128231,1
21811,18686,117961,118386,128823,118321,117906,290919,118322,1
7543,6454,117961,118343,118856,117905,172635,290919,117908,1
25993,5048,117961,118300,118458,119928,310608,118331,119929,1
44361,3707,117961,118446,118684,124305,124306,118762,124307,1
