age,attrition_raw,business_travel,department,distance_from_home_km,education_level,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,overtime_flag,pct_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,voluntary_exit_flag,salary_band,seniority_level,performance_score,bonus_pct,promotion_eligibility,overtime_hours_per_month,attrition_risk_score,skill_rating,total_annual_compensation,remote_work_pct,work_life_score,burnout_index,manager_rating,peer_rating,overall_360_score,team_size,career_advancement_score
54,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,3,3,Research Director,3,Married,13549,9,No,12,1,1,16,5,4,3,0,3,0,Band_6,Mid,2.47,6.14,0,0,1.769,3.21,173767,22.8,2.3,2.62,1.77,3.68,2.53,12,1.75
24,No,Travel_Rarely,Sales,3,2,Other,1,Female,3,2,Sales Executive,3,Married,4999,0,No,21,1,1,4,2,3,2,0,2,0,Band_4,Junior,4.07,9.63,0,0,1.142,1.87,67004,9.9,2.79,2.3,1.61,2.86,2.75,14,1.6
28,No,Non-Travel,Sales,4,3,Medical,2,Male,3,2,Sales Executive,3,Married,4221,1,No,15,2,0,5,3,5,4,0,4,0,Band_3,Junior,2.2,5.79,0,0,1.182,2.48,53363,14.5,4.19,1.07,2.69,3.23,2.62,12,2.43
58,No,Travel_Rarely,Sales,10,4,Medical,4,Male,3,4,Sales Executive,3,Single,13872,0,No,13,3,0,38,1,37,10,1,8,0,Band_6,Director,1.93,10.41,0,0,0.745,3.43,191856,0.7,2.68,1.37,3.82,3.81,3.15,21,2.24
44,No,Non-Travel,Research & Development,23,3,Medical,2,Male,3,2,Laboratory Technician,2,Married,2042,4,No,12,3,1,17,3,3,2,1,2,0,Band_1,Mid,2.2,5.84,0,0,2.777,2.4,27216,41.2,4.53,0.85,3.21,3.18,2.73,13,1.0
37,Yes,Travel_Rarely,Human Resources,6,4,Human Resources,3,Male,3,1,Human Resources,1,Divorced,2073,4,Yes,22,4,0,7,3,3,2,0,2,1,Band_1,Junior,4.2,7.88,0,8,2.777,2.7,25363,37.4,3.56,1.59,4.01,3.37,4.07,5,1.75
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Male,3,1,Research Scientist,1,Single,2956,1,No,13,4,0,1,2,1,0,0,0,0,Band_2,Junior,2.07,5.16,0,0,1.503,1.5,38532,31.0,3.73,0.7,3.4,2.64,2.77,9,1.7
20,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,4,Female,2,1,Laboratory Technician,4,Single,2926,1,Yes,18,2,0,1,5,1,0,1,0,1,Band_2,Junior,2.07,4.33,0,23,1.824,2.8,35424,34.4,3.04,2.44,1.8,2.76,2.4,7,1.23
34,No,Travel_Rarely,Research & Development,6,4,Other,1,Female,3,2,Research Scientist,3,Single,4809,1,No,14,3,0,16,3,16,13,2,10,0,Band_3,Mid,2.2,6.66,0,0,1.48,3.16,66226,43.2,3.89,1.6,3.93,3.65,3.22,10,1.08
37,No,Non-Travel,Research & Development,2,2,Life Sciences,3,Male,2,2,Healthcare Representative,4,Divorced,5163,5,No,14,4,1,17,2,1,0,0,0,0,Band_4,Mid,1.67,4.69,0,0,0.161,1.8,64401,39.0,4.51,0.53,3.4,2.15,2.35,9,1.01
59,No,Non-Travel,Human Resources,2,4,Human Resources,3,Female,2,5,Manager,4,Married,18844,9,No,21,4,1,30,3,3,2,2,2,0,Band_6,Director,3.8,11.61,0,0,0.423,2.7,253971,27.6,3.69,1.06,4.01,2.7,3.75,12,1.2
50,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,3,5,Research Director,2,Married,18172,3,Yes,19,1,0,28,1,8,3,0,7,0,Band_6,Director,1.93,8.24,0,9,2.455,2.11,240599,34.9,2.83,2.78,2.15,3.01,2.26,15,2.05
25,Yes,Travel_Rarely,Sales,5,3,Marketing,3,Male,2,2,Sales Executive,3,Single,5744,1,Yes,11,4,0,6,1,6,4,0,3,1,Band_4,Junior,1.53,4.69,0,18,2.168,2.04,71842,9.7,2.88,2.59,4.17,2.3,2.66,13,2.02
25,No,Travel_Rarely,Research & Development,7,1,Medical,4,Male,2,1,Research Scientist,4,Married,2889,1,No,11,3,2,2,2,2,2,2,1,0,Band_2,Junior,1.67,4.08,0,0,0.226,1.54,37139,43.8,3.9,0.59,2.98,1.99,2.31,10,0.84
22,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,3,1,Laboratory Technician,4,Single,2871,1,No,15,3,0,1,5,0,0,0,0,0,Band_2,Junior,2.47,4.5,0,0,1.092,2.77,34556,49.4,3.97,1.21,2.6,3.41,2.65,11,1.87
51,No,Travel_Frequently,Research & Development,1,4,Medical,1,Female,2,3,Healthcare Representative,1,Single,7484,3,No,20,3,0,23,1,13,12,12,8,0,Band_5,Mid,3.53,9.35,0,0,2.373,2.59,101796,46.6,3.27,1.99,3.82,2.63,3.45,9,0.62
34,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,2,Laboratory Technician,3,Single,6074,1,Yes,24,4,0,9,3,9,7,0,6,1,Band_4,Junior,3.4,7.47,0,13,2.339,2.62,80417,46.7,3.52,2.57,4.48,1.98,3.42,8,1.93
54,No,Non-Travel,Human Resources,26,3,Human Resources,4,Female,4,4,Manager,4,Single,17328,2,Yes,12,3,0,23,3,5,3,4,4,0,Band_6,Senior,2.6,7.35,0,12,1.64,2.48,224573,18.4,3.18,1.73,3.49,3.9,3.45,9,0.11
24,No,Travel_Rarely,Research & Development,18,1,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,2774,0,No,12,3,1,6,2,5,3,1,2,0,Band_2,Junior,2.07,3.79,0,0,2.016,1.64,35070,48.9,3.97,1.21,3.21,2.72,2.77,11,1.04
34,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Female,2,2,Research Scientist,2,Divorced,4505,6,No,15,3,1,12,3,1,0,0,0,0,Band_3,Mid,1.8,5.47,0,0,1.303,2.64,57892,42.4,3.88,0.94,2.6,2.66,2.49,9,2.14
37,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,3,3,Sales Executive,4,Single,7428,2,No,12,1,0,12,3,5,3,1,3,0,Band_5,Mid,2.2,7.52,0,0,0.394,2.48,95930,6.7,3.42,1.23,1.77,3.23,2.35,13,0.81
34,No,Travel_Rarely,Research & Development,5,3,Medical,3,Female,2,3,Manager,1,Single,11631,2,No,12,4,0,14,6,11,10,5,8,0,Band_6,Mid,2.2,6.41,0,0,1.961,3.38,152262,53.4,4.03,0.84,4.62,3.11,3.22,9,0.36
36,No,Travel_Frequently,Sales,11,2,Technical Degree,2,Female,3,3,Sales Executive,4,Married,9738,0,No,14,3,1,10,6,9,7,2,8,0,Band_5,Mid,2.6,8.66,0,0,1.208,3.01,128898,2.2,3.36,1.6,3.82,3.56,3.57,16,1.09
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,3,1,Laboratory Technician,4,Divorced,2835,5,No,22,1,1,7,2,1,0,0,0,0,Band_2,Junior,4.07,9.59,0,0,0.577,1.8,36410,55.8,4.06,1.49,1.0,2.82,2.44,9,1.67
43,No,Travel_Frequently,Sales,26,2,Life Sciences,3,Male,3,4,Manager,4,Married,16959,1,Yes,12,4,2,25,3,25,12,4,12,0,Band_6,Senior,2.2,9.17,0,13,1.915,2.88,229696,19.6,3.83,1.7,4.82,3.48,3.33,19,0.94
30,No,Travel_Frequently,Research & Development,23,3,Life Sciences,1,Male,1,1,Research Scientist,3,Divorced,2613,1,No,25,3,3,10,2,10,7,0,9,0,Band_2,Junior,3.27,6.57,0,0,1.893,2.42,35862,51.0,3.33,1.96,3.87,1.86,3.12,8,1.97
33,No,Non-Travel,Sales,22,2,Marketing,3,Male,3,2,Sales Executive,2,Married,6146,0,No,13,1,1,8,2,7,7,0,7,0,Band_4,Junior,2.07,6.1,0,0,2.21,2.01,81527,0.2,4.0,0.86,2.15,2.95,2.56,12,1.95
56,Yes,Travel_Rarely,Research & Development,14,4,Life Sciences,2,Female,3,1,Research Scientist,2,Married,4963,9,Yes,18,1,3,7,2,5,4,4,3,1,Band_4,Junior,2.07,4.62,0,8,2.307,2.54,64535,27.5,3.43,2.01,1.77,3.27,2.35,9,0.02
51,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,5,Research Director,3,Single,19537,7,No,13,3,0,23,5,20,18,15,15,0,Band_6,Director,2.47,10.55,0,0,1.329,3.47,263539,53.6,4.03,1.51,4.13,3.83,3.58,13,0.49
31,Yes,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,1,2,Sales Executive,3,Married,6172,4,Yes,18,2,0,12,3,7,7,7,7,1,Band_4,Mid,1.4,6.5,0,6,1.154,2.84,80560,8.9,2.59,2.43,2.95,2.12,1.92,17,0.39
26,No,Travel_Rarely,Research & Development,6,3,Other,3,Female,2,1,Research Scientist,2,Married,2368,1,No,19,3,0,5,3,5,4,4,3,0,Band_1,Junior,1.8,4.11,0,0,1.568,2.48,30931,39.0,3.17,1.39,3.37,2.57,2.52,11,0.47
58,Yes,Travel_Rarely,Research & Development,23,4,Medical,4,Female,3,3,Healthcare Representative,4,Married,10312,1,No,12,4,1,40,3,40,10,15,6,1,Band_5,Senior,2.2,8.52,0,0,0.757,4.0,145508,54.4,3.37,0.93,4.48,4.16,3.36,11,1.54
19,Yes,Travel_Rarely,Sales,22,1,Marketing,4,Male,3,1,Sales Representative,3,Single,1675,1,Yes,19,4,0,0,2,0,0,0,0,1,Band_1,Junior,2.07,5.42,0,5,1.394,1.47,21539,1.1,2.52,1.76,3.4,2.62,2.79,15,2.21
22,No,Travel_Rarely,Research & Development,2,1,Technical Degree,3,Male,3,1,Laboratory Technician,4,Married,2523,0,No,14,3,1,3,2,2,1,2,1,0,Band_1,Junior,2.07,4.19,0,0,0.49,1.54,32186,41.6,3.87,0.94,2.98,2.66,2.38,9,0.95
49,No,Travel_Rarely,Research & Development,20,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6567,1,No,14,3,0,16,2,15,11,5,11,0,Band_5,Mid,2.07,5.55,0,0,2.344,2.89,86768,49.2,3.3,1.31,3.98,3.48,3.01,10,0.89
43,No,Travel_Frequently,Research & Development,28,3,Medical,2,Female,4,1,Research Scientist,3,Single,4739,4,No,12,4,0,18,2,3,2,1,2,0,Band_3,Junior,2.47,5.17,0,0,2.223,2.17,60518,36.1,3.8,1.32,4.01,3.71,3.44,11,0.87
50,No,Travel_Frequently,Sales,12,3,Marketing,3,Female,3,3,Sales Executive,4,Single,9208,4,No,11,4,0,16,3,2,2,2,1,0,Band_5,Mid,2.2,7.1,0,0,0.514,2.37,119885,7.1,3.43,1.22,3.78,3.17,3.17,15,0.41
31,Yes,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,1,4,2,2,2,2,2,1,Band_3,Junior,1.27,4.62,0,17,3.201,2.14,57738,16.7,3.0,2.79,3.21,1.69,2.06,12,0.57
41,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Male,3,3,Sales Executive,3,Divorced,8189,3,Yes,13,3,1,12,2,9,7,0,7,0,Band_5,Mid,2.07,7.4,0,25,2.897,1.78,107474,9.7,2.65,3.14,3.75,2.81,2.95,17,2.18
26,No,Travel_Rarely,Human Resources,25,1,Life Sciences,3,Female,3,1,Human Resources,3,Married,2942,1,No,23,4,1,8,3,8,7,5,7,0,Band_2,Junior,4.2,7.33,0,0,1.507,1.98,39440,40.0,3.85,0.96,4.55,2.93,4.01,7,0.65
36,No,Travel_Rarely,Research & Development,6,2,Medical,2,Male,3,2,Manufacturing Director,2,Divorced,4941,6,No,20,4,2,7,0,3,2,0,1,0,Band_4,Junior,3.8,7.7,0,0,1.558,1.4,64164,54.1,4.03,1.17,3.78,2.58,3.4,7,2.0
51,Yes,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Male,1,3,Manufacturing Director,4,Single,10650,2,No,15,4,0,18,2,4,2,0,3,1,Band_6,Mid,1.27,4.46,0,0,1.082,2.51,133378,45.1,3.92,1.58,4.17,1.92,2.35,12,1.84
39,No,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,2,2,Sales Executive,3,Married,5902,4,No,14,3,1,17,1,15,11,5,9,0,Band_4,Mid,1.53,6.77,0,0,0.611,2.66,78768,0.0,4.0,0.53,3.87,2.68,2.76,16,0.86
25,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Male,2,2,Sales Executive,3,Married,8639,2,No,18,4,0,6,3,2,2,2,2,0,Band_5,Junior,1.8,6.43,0,0,2.252,2.37,112033,0.0,3.33,1.96,4.01,2.5,2.86,12,0.88
30,No,Travel_Rarely,Human Resources,9,3,Human Resources,3,Male,3,2,Human Resources,4,Married,6347,0,Yes,19,4,0,12,2,11,9,4,7,0,Band_4,Mid,2.07,6.47,0,11,1.53,2.45,83677,36.1,2.11,2.69,4.55,3.21,3.39,8,0.82
32,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,Female,3,1,Laboratory Technician,1,Single,4200,7,No,22,1,0,10,2,5,4,0,4,1,Band_3,Junior,4.07,9.0,0,0,2.485,2.24,56750,32.6,4.42,1.26,1.89,3.09,3.05,11,1.9
45,No,Travel_Rarely,Research & Development,29,3,Medical,3,Male,3,1,Research Scientist,4,Single,3452,5,No,13,2,0,9,2,6,5,0,3,0,Band_2,Junior,2.07,4.02,0,0,1.341,2.28,42606,42.4,3.22,1.36,2.57,3.11,2.42,7,1.73
38,No,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Female,3,2,Research Scientist,3,Single,4317,3,Yes,20,2,0,19,2,3,2,2,2,0,Band_3,Mid,4.07,9.22,1,6,1.219,2.77,57785,47.7,3.76,1.02,2.41,3.41,3.37,12,2.38
30,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,3,1,Research Scientist,3,Single,2632,1,No,14,3,0,5,4,5,4,0,4,0,Band_2,Junior,2.33,5.2,0,0,2.062,2.71,34347,56.8,3.4,1.91,3.49,3.37,3.05,11,1.74
32,No,Travel_Frequently,Sales,9,2,Medical,4,Male,1,2,Sales Executive,4,Divorced,4668,0,No,17,4,3,9,2,8,7,0,7,0,Band_3,Junior,1.27,3.89,0,0,0.28,2.05,59810,3.4,4.04,0.5,4.55,1.64,2.47,15,2.06
30,No,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,3,1,Research Scientist,1,Divorced,3204,5,No,14,4,1,8,3,3,2,2,2,0,Band_2,Junior,2.2,4.58,0,0,1.739,2.4,41104,39.9,3.85,0.62,4.01,3.18,3.09,8,0.73
30,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,2,1,Laboratory Technician,4,Single,2720,0,No,13,4,0,6,3,5,3,1,2,0,Band_2,Junior,1.8,3.63,0,0,0.138,1.88,34678,44.6,3.91,1.25,4.01,2.2,2.61,8,0.62
41,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Male,2,4,Manager,1,Divorced,17181,4,No,13,2,1,21,2,7,6,7,7,0,Band_6,Senior,1.67,6.58,0,0,1.777,2.31,219789,47.8,3.29,0.98,2.95,2.46,2.46,15,0.21
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,2238,2,No,21,4,1,7,2,5,0,1,4,0,Band_1,Junior,4.07,9.32,1,0,2.248,2.54,31347,43.8,3.9,0.92,4.29,3.27,3.74,9,3.03
19,No,Travel_Rarely,Research & Development,3,1,Medical,2,Female,3,1,Laboratory Technician,2,Single,1483,1,No,14,4,0,1,3,1,0,0,0,0,Band_1,Junior,2.2,4.87,0,0,1.601,1.74,19107,53.4,4.03,1.17,3.4,2.78,2.67,9,1.56
40,No,Travel_Frequently,Research & Development,26,3,Medical,2,Female,3,2,Research Scientist,2,Divorced,5605,1,No,11,1,1,20,2,20,7,2,13,0,Band_4,Mid,2.07,5.93,0,0,2.544,2.77,75997,38.6,3.83,1.3,2.46,3.41,2.57,11,1.24
35,No,Travel_Rarely,Sales,1,5,Marketing,3,Male,3,3,Sales Executive,2,Married,7295,1,No,13,1,2,10,3,10,8,0,6,0,Band_5,Mid,2.2,7.27,0,0,1.536,3.25,95631,9.0,3.45,1.21,2.08,3.7,2.8,15,1.99
53,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,2306,2,Yes,20,4,1,13,3,7,7,4,5,0,Band_1,Mid,4.2,11.23,1,11,1.684,2.24,31354,11.6,1.8,3.22,4.39,3.09,4.06,16,2.29
45,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,3,2,Laboratory Technician,2,Divorced,2348,8,No,18,3,1,20,2,17,9,0,15,0,Band_1,Mid,2.07,5.77,0,0,1.815,2.66,34231,41.8,2.54,2.13,4.13,3.34,2.98,11,2.29
32,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,3,3,Sales Executive,4,Single,8998,1,No,14,4,0,9,2,9,8,3,7,0,Band_5,Mid,2.07,7.48,0,0,0.769,2.38,119593,14.7,3.52,1.5,4.55,3.17,3.43,14,0.73
29,No,Non-Travel,Research & Development,1,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,4319,1,No,13,1,1,10,1,10,7,0,9,0,Band_3,Junior,1.93,5.1,0,0,0.403,1.58,57134,46.2,3.93,0.57,2.27,2.69,2.44,9,1.85
51,No,Travel_Rarely,Research & Development,7,4,Medical,2,Male,2,2,Manufacturing Director,3,Married,6132,2,No,17,3,0,10,2,1,0,0,0,0,Band_4,Junior,1.67,3.72,0,0,1.532,2.4,75465,51.3,4.0,1.19,2.6,2.52,2.11,10,1.72
58,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,3346,4,Yes,20,2,1,9,3,1,0,0,0,0,Band_2,Junior,3.8,8.7,0,13,2.911,2.34,44075,46.6,2.85,2.66,1.8,2.48,2.4,11,1.9
40,No,Travel_Rarely,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,10855,7,No,11,1,1,15,2,12,11,2,11,0,Band_6,Mid,1.67,6.41,0,0,0.405,2.79,141567,11.0,2.81,1.62,2.38,2.75,2.23,15,0.69
34,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,3,1,Sales Representative,3,Married,2231,6,No,18,4,1,6,3,4,3,1,2,0,Band_1,Junior,2.2,5.7,0,0,1.183,2.74,29989,2.9,3.37,1.26,4.01,3.39,3.33,14,0.53
22,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,2323,1,No,24,1,2,2,6,2,2,2,2,0,Band_1,Junior,4.6,9.44,1,0,0.624,2.47,31493,40.0,3.85,0.96,1.61,3.23,3.33,9,2.18
27,No,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,2024,6,No,18,4,1,6,1,2,2,2,2,0,Band_1,Junior,1.93,3.85,0,0,1.406,1.9,23334,54.8,2.71,1.35,4.01,2.88,2.84,10,0.46
28,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,1,5,2,5,2,0,2,0,Band_2,Junior,2.07,5.57,0,0,1.085,2.24,36056,50.1,2.65,1.72,3.21,3.09,2.99,8,1.58
57,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,2,1,12,2,5,3,1,4,0,Band_5,Mid,2.47,6.46,0,15,1.933,1.94,121032,36.8,1.99,2.99,2.69,3.57,2.61,11,0.89
27,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,4,1,1,2,1,1,0,1,0,Band_2,Junior,1.67,4.07,0,21,2.306,2.1,31158,46.4,2.59,2.95,3.78,2.34,2.57,7,2.2
50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,2,0,21,5,5,4,4,4,0,Band_6,Director,2.47,9.41,0,0,1.487,2.94,262712,26.0,3.67,1.07,2.69,3.51,2.81,14,0.07
41,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,1,1,13,2,9,8,1,8,0,Band_1,Junior,2.07,4.98,0,0,1.881,2.38,33455,40.4,3.86,1.62,2.22,3.17,2.59,10,1.03
30,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,1,12,2,10,9,7,4,0,Band_5,Mid,2.07,7.7,0,0,0.83,2.42,122919,15.7,3.54,1.49,3.49,3.2,3.06,13,0.96
38,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,0,12,2,8,3,0,7,0,Band_5,Mid,3.67,10.85,0,0,0.74,2.65,118105,7.0,4.09,1.47,3.75,2.67,3.51,14,2.1
32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,1,0,8,2,5,4,1,4,0,Band_2,Junior,4.07,8.77,1,0,0.591,2.84,41514,45.9,3.93,0.9,1.89,3.45,2.96,10,2.88
27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,4,1,6,3,5,2,1,1,0,Band_2,Junior,2.2,4.46,0,8,2.28,2.48,39620,20.9,2.68,2.16,3.78,3.23,3.17,11,0.93
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,0,No,21,1,0,1,5,0,0,0,0,1,Band_1,Junior,3.67,9.66,0,0,1.986,2.17,29901,4.9,4.06,0.82,1.0,1.71,2.21,13,1.86
36,No,Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,2088,4,No,12,3,0,13,3,8,7,7,2,0,Band_1,Junior,2.2,4.56,0,0,1.177,2.28,27415,47.7,3.28,0.99,3.21,3.11,2.63,9,0.79
30,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,1,No,11,3,2,12,4,12,9,6,10,0,Band_2,Mid,2.33,5.95,0,0,1.63,2.95,42878,48.7,3.96,0.88,3.93,3.52,3.0,11,0.39
45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,4,Yes,11,1,1,9,3,5,4,0,3,0,Band_4,Junior,2.2,5.65,0,9,2.838,2.17,63507,15.7,3.91,1.42,1.77,3.04,2.43,14,1.72
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,19,3,2,2,2,2,0,Band_3,Junior,2.2,4.88,0,15,3.165,2.37,54928,43.3,3.41,2.08,3.21,3.17,2.82,9,0.22
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2500,0,No,14,1,0,4,2,3,1,0,2,0,Band_1,Junior,2.07,5.3,0,0,0.099,2.17,32208,43.7,4.57,0.49,1.61,3.04,2.05,7,1.87
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,1102,1,No,22,3,0,1,3,1,0,1,0,1,Band_1,Junior,3.8,8.29,1,0,0.699,2.34,15000,34.3,3.11,1.76,2.6,2.48,2.96,9,2.5
46,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,10453,1,No,25,3,3,24,2,24,13,15,7,0,Band_5,Mid,4.07,11.73,0,0,1.959,2.61,144783,6.4,3.42,1.56,3.75,3.31,3.77,14,0.63
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,0,2,3,2,2,2,1,0,Band_1,Junior,2.2,4.93,0,0,0.4,2.07,29192,34.9,3.79,0.99,2.98,2.98,2.7,10,0.34
31,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,3,1,7,0,4,2,0,2,0,Band_3,Junior,3.8,8.86,0,13,1.592,1.14,52816,30.2,3.31,2.04,3.21,2.42,2.99,7,2.14
34,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,2,No,15,4,0,9,3,3,2,1,2,0,Band_1,Junior,2.2,4.9,0,0,2.477,2.1,28772,36.3,3.8,0.65,4.01,3.0,3.3,10,0.78
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,4,3,0,2,1,Band_2,Junior,4.47,10.94,0,18,3.819,2.61,43201,20.1,2.35,3.27,4.01,3.31,4.08,11,1.97
50,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,2,No,15,4,1,5,2,3,2,0,2,0,Band_3,Junior,1.67,4.21,0,0,0.849,2.17,46965,42.8,3.22,1.36,4.01,2.38,2.66,11,1.44
53,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,5,3,4,2,1,3,0,Band_3,Junior,2.6,5.86,0,0,2.206,2.14,57014,46.8,3.94,0.56,3.37,3.69,3.16,10,0.97
33,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,2756,1,No,13,4,1,8,5,8,7,1,6,0,Band_2,Junior,2.47,6.13,0,0,1.765,3.05,37783,40.9,3.86,0.62,4.48,3.58,3.55,7,0.77
40,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,19033,1,No,14,2,1,21,2,20,8,9,9,0,Band_6,Director,2.07,9.1,0,0,0.407,2.17,252418,30.7,3.73,0.7,3.07,3.04,2.58,17,0.59
55,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,8,No,11,4,0,36,3,24,15,2,15,0,Band_6,Director,2.6,9.53,0,0,1.963,3.44,252352,52.5,4.01,0.85,4.93,4.48,4.02,15,1.81
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,9547,1,No,17,3,0,10,2,10,9,1,9,0,Band_5,Junior,1.67,2.97,0,0,0.436,1.82,121762,27.6,3.02,1.15,3.87,2.17,2.43,10,1.36
51,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,3,No,18,3,0,21,6,7,7,1,0,0,Band_6,Senior,2.6,9.47,0,0,1.238,3.24,183317,40.6,3.86,0.62,2.6,3.7,2.92,11,1.0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,19999,0,No,14,1,1,34,5,33,18,11,9,0,Band_6,Director,2.07,9.87,0,0,0.729,4.22,272237,44.6,3.91,0.92,2.27,3.62,2.46,13,1.87
27,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,1,No,16,4,0,7,2,7,7,0,3,0,Band_1,Junior,2.07,4.42,0,0,1.51,2.31,30065,46.8,3.27,0.99,4.17,3.13,2.99,11,1.74
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,3,Yes,13,1,0,8,1,1,0,0,1,1,Band_4,Junior,1.53,3.16,0,23,3.411,1.57,72977,39.2,3.1,3.07,1.38,2.01,1.82,9,2.07
